image_id,width,height,source,x_min,y_min,w,h,x_max,y_max
M3-BH130-5.jpg,4149,3456,1,205.219571,366.8148148,24.80404917,37.18518519,230.0236201,404
M3-BH130-5.jpg,4149,3456,1,106.2501808,464.8888889,24.31043625,29.77777778,130.560617,494.6666667
M3-BH130-6.jpg,4064,2907,2,10.20472441,271.9394565,67.4015748,36.45820433,77.60629921,308.3976608
M3-BH130-6.jpg,4064,2907,2,84.28346457,274.5813553,78.23622047,34.52081183,162.519685,309.1021672
M3-BH130-6.jpg,4064,2907,2,165.9212598,270.002064,132.7874016,39.1001032,298.7086614,309.1021672
M3-BH130-6.jpg,4064,2907,2,385.007874,270.002064,43.59055118,37.1627107,428.5984252,307.1647747
M3-BH130-6.jpg,4064,2907,2,434.8976378,269.2975576,35.1496063,37.86721706,470.0472441,307.1647747
M3-BH130-6.jpg,4064,2907,2,16.88188976,320.374269,86.80314961,33.81630547,103.6850394,354.1905745
M3-BH130-6.jpg,4064,2907,2,107.9685039,318.2607499,31.7480315,36.45820433,139.7165354,354.7189542
M3-BH130-6.jpg,4064,2907,2,145.511811,321.6071551,27.08661417,33.11179911,172.5984252,354.7189542
M3-BH130-6.jpg,4064,2907,2,180.1574803,319.6697626,109.1023622,35.2253182,289.2598425,354.8950808
M3-BH130-6.jpg,4064,2907,2,304.3779528,323.7206742,69.29133858,35.2253182,373.6692913,358.9459924
M3-BH130-6.jpg,4064,2907,2,401.1338583,318.9652563,85.92125984,40.50911593,487.0551181,359.4743722
M3-BH130-6.jpg,4064,2907,2,13.1023622,368.8090815,109.1023622,35.75369797,122.2047244,404.5627795
M3-BH130-6.jpg,4064,2907,2,259.7795276,369.3374613,56.94488189,36.45820433,316.7244094,405.7956656
M3-BH130-6.jpg,4064,2907,2,331.4645669,375.3257654,60.72440945,31.1744066,392.1889764,406.500172
M3-BH130-6.jpg,4064,2907,2,398.3622047,370.746474,69.29133858,36.45820433,467.6535433,407.2046784
M3-BH130-6.jpg,4064,2907,2,83.77952756,417.243894,31.37007874,33.81630547,115.1496063,451.0601995
M3-BH130-6.jpg,4064,2907,2,120.3149606,419.1812865,35.1496063,29.76539388,155.4645669,448.9466804
M3-BH130-6.jpg,4064,2907,2,287.3700787,422.5276918,105.8267717,34.52081183,393.1968504,457.0485036
M3-BH130-6.jpg,4064,2907,2,402.1417323,422.5276918,40.81889764,31.1744066,442.9606299,453.7020984
M3-BH130-6.jpg,4064,2907,2,451.023622,418.4767802,29.35433071,34.52081183,480.3779528,452.997592
M3-BH130-6.jpg,4064,2907,2,52.03149606,465.50258,41.32283465,29.76539388,93.35433071,495.2679739
M3-BH130-6.jpg,4064,2907,2,208.1259843,466.2070863,32.75590551,34.52081183,240.8818898,500.7278982
M3-BH130-6.jpg,4064,2907,2,246.5511811,466.9115927,45.48031496,35.2253182,292.0314961,502.1369109
M3-BH130-6.jpg,4064,2907,1,370.7716535,273.1723426,15.11811024,33.11179911,385.8897638,306.2841417
M3-BH130-6.jpg,4064,2907,1,245.0393701,376.7347781,15.11811024,29.76539388,260.1574803,406.500172
M3-BH130-6.jpg,4064,2907,1,468.0314961,469.5534916,33.63779528,34.52081183,501.6692913,504.0743034
M3-BH130-7.jpg,3984,2870,1,234.5381526,264.5630662,15.80722892,44.42090592,250.3453815,308.9839721
M3-BH130-7.jpg,3984,2870,1,197.6546185,419.7686411,16.19277108,33.18188153,213.8473896,452.9505226
M3-BH130-7.jpg,3984,2870,2,352.5140562,266.5254355,45.36546185,38.53379791,397.8795181,305.0592334
M3-BH130-7.jpg,3984,2870,2,403.6626506,271.8773519,76.46586345,37.10662021,480.1285141,308.9839721
M3-BH130-7.jpg,3984,2870,2,25.70281124,319.6878049,76.46586345,29.25714286,102.1686747,348.9449477
M3-BH130-7.jpg,3984,2870,2,121.7028112,320.4013937,127.6144578,31.2195122,249.3172691,351.6209059
M3-BH130-7.jpg,3984,2870,2,269.8795181,320.4013937,103.1967871,33.89547038,373.0763052,354.2968641
M3-BH130-7.jpg,3984,2870,2,384,319.6878049,111.8072289,32.46829268,495.8072289,352.1560976
M3-BH130-7.jpg,3984,2870,2,11.437751,364.8222997,43.05220884,33.18188153,54.48995984,398.0041812
M3-BH130-7.jpg,3984,2870,2,84.04819277,362.8599303,330.1526104,41.03135889,414.2008032,403.8912892
M3-BH130-7.jpg,3984,2870,2,418.4417671,368.0334495,82.12048193,33.89547038,500.562249,401.9289199
M3-BH130-7.jpg,3984,2870,2,48.70682731,415.8439024,70.68273092,31.2195122,119.3895582,447.0634146
M3-BH130-7.jpg,3984,2870,2,277.4618474,421.1958188,45.87951807,29.79233449,323.3413655,450.9881533
M3-BH130-7.jpg,3984,2870,2,364.9799197,418.5198606,100.7550201,30.50592334,465.7349398,449.025784
M3-BH130-7.jpg,3984,2870,2,28.14457831,460.2648084,80.32128514,34.43066202,108.4658635,494.6954704
M3-BH130-7.jpg,3984,2870,2,390.2971888,465.6167247,60.65863454,34.43066202,450.9558233,500.0473868
M3-BH130-7.jpg,3984,2870,1,486.2971888,467.5790941,17.22088353,29.79233449,503.5180723,497.3714286
M3-BH130-8.jpg,3996,2878,2,43.94794795,271.8332175,37.7977978,35.22446143,81.74574575,307.0576789
M3-BH130-8.jpg,3996,2878,2,95.96796797,272.5448228,83.15515516,29.17581654,179.1231231,301.7206393
M3-BH130-8.jpg,3996,2878,2,184.8888889,270.5879083,46.38238238,33.08964559,231.2712713,303.6775539
M3-BH130-8.jpg,3996,2878,2,239.3433433,269.342599,41.12912913,31.13273106,280.4724725,300.4753301
M3-BH130-8.jpg,3996,2878,2,289.953954,267.2077832,205.3893894,33.80125087,495.3433433,301.0090341
M3-BH130-8.jpg,3996,2878,2,13.83783784,320.9339819,65.47347347,30.42112578,79.31131131,351.3551077
M3-BH130-8.jpg,3996,2878,2,87.8958959,322.3571925,39.59159159,31.13273106,127.4874875,353.4899236
M3-BH130-8.jpg,3996,2878,2,140.9409409,319.6886727,59.70770771,34.51285615,200.6486486,354.2015288
M3-BH130-8.jpg,3996,2878,2,205.9019019,315.7748436,155.6756757,38.4266852,361.5775776,354.2015288
M3-BH130-8.jpg,3996,2878,2,369.6496496,317.0201529,76.87687688,39.13829048,446.5265265,356.1584434
M3-BH130-8.jpg,3996,2878,2,102.2462462,370.7463516,84.56456456,31.13273106,186.8108108,401.8790827
M3-BH130-8.jpg,3996,2878,2,192.4484484,366.8325226,115.5715716,37.18137596,308.02002,404.0138985
M3-BH130-8.jpg,3996,2878,2,313.7857858,368.0778318,28.7007007,35.22446143,342.4864865,403.3022933
M3-BH130-8.jpg,3996,2878,2,350.046046,367.3662265,141.3253253,35.22446143,491.3713714,402.590688
M3-BH130-8.jpg,3996,2878,2,14.35035035,413.2647672,102.2462462,38.4266852,116.5965966,451.6914524
M3-BH130-8.jpg,3996,2878,2,122.2342342,415.7553857,53.94194194,34.51285615,176.1761762,450.2682418
M3-BH130-8.jpg,3996,2878,2,180.02002,415.7553857,75.46746747,36.46977067,255.4874875,452.2251564
M3-BH130-8.jpg,3996,2878,2,261.7657658,414.5100764,38.69469469,34.51285615,300.4604605,449.0229326
M3-BH130-8.jpg,3996,2878,2,456.6486486,413.7984712,44.46046046,29.88742182,501.1091091,443.685893
M3-BH130-8.jpg,3996,2878,2,100.7087087,464.3224461,43.05105105,33.80125087,143.7597598,498.123697
M3-BH130-8.jpg,3996,2878,2,222.046046,467.5246699,72.64864865,34.51285615,294.6946947,502.0375261
M3-BH130-8.jpg,3996,2878,2,304.3043043,463.6108409,53.94194194,36.46977067,358.2462462,500.0806115
M3-BH130-8.jpg,3996,2878,2,377.3373373,463.6108409,43.05105105,34.51285615,420.3883884,498.123697
M3-BH130-8.jpg,3996,2878,2,445.6296296,464.3224461,47.79179179,31.13273106,493.4214214,495.4551772
M3-BH130-8.jpg,3996,2878,1,74.05805806,376.6170952,24.85685686,29.17581654,98.91491491,405.7929117
M3-BH130-8.jpg,3996,2878,1,432.6886887,416.466991,24.85685686,28.46421126,457.5455455,444.9312022
M3-BH130-9.jpg,4401,3417,2,8.841626903,270.6093064,60.26266758,35.21217442,69.10429448,305.8214808
M3-BH130-9.jpg,4401,3417,2,82.48307203,268.6613989,66.42853897,36.41088674,148.911611,305.0722856
M3-BH130-9.jpg,4401,3417,2,165.3151556,267.3128475,31.87639173,35.81153058,197.1915474,303.1243781
M3-BH130-9.jpg,4401,3417,2,206.6148603,267.9122037,75.15382868,36.41088674,281.7686889,304.3230904
M3-BH130-9.jpg,4401,3417,2,290.0286299,266.5636523,42.23040218,35.21217442,332.259032,301.7758267
M3-BH130-9.jpg,4401,3417,2,10.93569643,319.6066725,93.18609407,35.81153058,104.1217905,355.4182031
M3-BH130-9.jpg,4401,3417,2,120.5253352,317.0594088,185.9068394,37.16008194,306.4321745,354.2194908
M3-BH130-9.jpg,4401,3417,2,311.0856623,315.7108575,112.2653942,38.5086333,423.3510566,354.2194908
M3-BH130-9.jpg,4401,3417,2,429.0515792,317.0594088,72.12906158,31.7658765,501.1806408,348.8252853
M3-BH130-9.jpg,4401,3417,2,14.54214951,367.4053263,124.1317882,35.81153058,138.6739377,403.2168569
M3-BH130-9.jpg,4401,3417,2,146.3521927,372.0503366,57.12156328,29.81796898,203.473756,401.8683055
M3-BH130-9.jpg,4401,3417,2,207.5455578,368.1545215,75.73551466,33.86362306,283.2810725,402.0181446
M3-BH130-9.jpg,4401,3417,2,288.3999091,368.7538777,47.93092479,33.11442786,336.3308339,401.8683055
M3-BH130-9.jpg,4401,3417,2,343.0783913,370.102429,56.6562145,31.16652034,399.7346058,401.2689494
M3-BH130-9.jpg,4401,3417,2,404.8534424,366.0567749,55.14383095,35.81153058,459.9972733,401.8683055
M3-BH130-9.jpg,4401,3417,2,12.44807998,417.7512438,52.46807544,33.86362306,64.91615542,451.6148668
M3-BH130-9.jpg,4401,3417,2,70.15132924,418.500439,52.46807544,31.7658765,122.6194047,450.2663155
M3-BH130-9.jpg,4401,3417,2,126.8075437,416.5525315,48.86162236,33.86362306,175.6691661,450.4161545
M3-BH130-9.jpg,4401,3417,2,210.2213133,420.4483465,36.06453079,35.21217442,246.2858441,455.6605209
M3-BH130-9.jpg,4401,3417,2,252.4517155,417.7512438,25.71052034,35.21217442,278.1622359,452.9634182
M3-BH130-9.jpg,4401,3417,2,284.3281072,416.5525315,198.8202681,33.86362306,483.1483754,450.4161545
M3-BH130-9.jpg,4401,3417,2,20.12633492,462.8527948,92.1390593,35.21217442,112.2653942,498.0649693
M3-BH130-9.jpg,4401,3417,2,117.9659168,465.5498976,39.08929789,37.16008194,157.0552147,502.7099795
M3-BH130-9.jpg,4401,3417,2,162.2903885,467.4978051,57.70324926,35.81153058,219.9936378,503.3093357
M3-BH130-9.jpg,4401,3417,2,224.6471257,468.2470003,49.44330834,33.11442786,274.090434,501.3614282
M3-BH130-9.jpg,4401,3417,2,276.0681663,466.8984489,50.95569189,35.81153058,327.0238582,502.7099795
M3-BH130-9.jpg,4401,3417,2,329.1179277,464.9505414,49.90865712,36.41088674,379.0265849,501.3614282
M3-BH130-9.jpg,4401,3417,2,448.0145421,463.60199,45.37150648,37.16008194,493.3860486,500.762072
M3-BH130-9.jpg,4401,3417,1,108.1935924,322.3037752,10.81935924,33.11442786,119.0129516,355.4182031
M3-BH130-9.jpg,4401,3417,1,466.0468075,366.8059701,10.35401045,36.41088674,476.400818,403.2168569
M3-BH130-9.jpg,4401,3417,1,497.4578505,464.2013462,9.772324472,31.7658765,507.230175,495.9672227
M3-BH130-10.jpg,4084,2876,2,14.04113614,272.5563282,28.95984329,33.82475661,43.00097943,306.3810848
M3-BH130-10.jpg,4084,2876,2,53.28109696,268.6397775,138.6562194,33.82475661,191.9373164,302.4645341
M3-BH130-10.jpg,4084,2876,2,197.2027424,267.9276773,42.49951028,36.49513213,239.7022527,304.4228095
M3-BH130-10.jpg,4084,2876,2,245.2184133,269.8859527,121.4809011,35.07093185,366.6993144,304.9568846
M3-BH130-10.jpg,4084,2876,2,370.8364349,269.8859527,26.57786484,32.57858136,397.4142997,302.4645341
M3-BH130-10.jpg,4084,2876,2,403.0558276,269.3518776,67.19686582,34.53685675,470.2526934,303.8887344
M3-BH130-10.jpg,4084,2876,2,12.66209598,320.2670376,77.10088149,34.53685675,89.76297747,354.8038943
M3-BH130-10.jpg,4084,2876,2,94.40156709,322.403338,45.2575906,33.11265647,139.6591577,355.5159944
M3-BH130-10.jpg,4084,2876,2,145.3006856,317.596662,54.66013712,39.16550765,199.9608227,356.7621697
M3-BH130-10.jpg,4084,2876,2,205.9784525,319.7329624,85.50048972,35.78303199,291.4789422,355.5159944
M3-BH130-10.jpg,4084,2876,2,297.1204701,319.0208623,136.3996082,37.74130737,433.5200784,356.7621697
M3-BH130-10.jpg,4084,2876,2,439.5377081,320.2670376,57.91968658,34.53685675,497.4573947,354.8038943
M3-BH130-10.jpg,4084,2876,2,41.62193928,368.1557719,56.91674829,31.86648122,98.53868756,400.0222531
M3-BH130-10.jpg,4084,2876,2,126.1194907,369.4019471,37.86092067,27.23783032,163.9804114,396.6397775
M3-BH130-10.jpg,4084,2876,2,170.4995103,370.6481224,83.61998041,27.23783032,254.1194907,397.8859527
M3-BH130-10.jpg,4084,2876,2,260.6385896,369.4019471,63.05974535,28.48400556,323.698335,397.8859527
M3-BH130-10.jpg,4084,2876,2,327.9608227,365.4853964,58.42115573,33.11265647,386.3819785,398.5980529
M3-BH130-10.jpg,4084,2876,2,389.1400588,367.4436718,63.05974535,29.90820584,452.1998041,397.3518776
M3-BH130-10.jpg,4084,2876,2,455.4593536,364.7732962,45.75905975,33.11265647,501.2184133,397.8859527
M3-BH130-10.jpg,4084,2876,2,18.3036239,411.2378303,58.42115573,35.07093185,76.72477963,446.3087622
M3-BH130-10.jpg,4084,2876,2,83.24387855,413.9082058,60.6777669,33.11265647,143.9216454,447.0208623
M3-BH130-10.jpg,4084,2876,2,184.0391773,414.4422809,45.75905975,35.78303199,229.798237,450.2253129
M3-BH130-10.jpg,4084,2876,2,280.6973555,412.4840056,36.48188051,34.53685675,317.179236,447.0208623
M3-BH130-10.jpg,4084,2876,2,320.9402547,411.7719054,67.19686582,36.49513213,388.1371205,448.2670376
M3-BH130-10.jpg,4084,2876,2,389.5161606,413.9082058,62.05680705,37.20723227,451.5729677,451.1154381
M3-BH130-10.jpg,4084,2876,2,454.4564153,411.7719054,33.59843291,37.74130737,488.0548482,449.5132128
M3-BH130-10.jpg,4084,2876,2,45.38295788,461.6189152,70.08031342,36.49513213,115.4632713,498.1140473
M3-BH130-10.jpg,4084,2876,2,146.6797258,468.2058414,67.19686582,33.82475661,213.8765916,502.0305981
M3-BH130-10.jpg,4084,2876,2,219.5181195,462.8650904,181.1557297,37.20723227,400.6738492,500.0723227
M3-BH130-10.jpg,4084,2876,2,414.8403526,462.3310153,31.34182174,35.78303199,446.1821743,498.1140473
M3-BH130-10.jpg,4084,2876,2,450.6953967,460.906815,35.98041136,34.53685675,486.675808,495.4436718
M3-BH130-10.jpg,4084,2876,1,102.8011753,367.4436718,20.05876592,26.52573018,122.8599412,393.9694019
M3-BH130-10.jpg,4084,2876,1,263.5220372,427.7941586,22.44074437,28.48400556,285.9627816,456.2781641
M3-BH130-10.jpg,4084,2876,1,404.9363369,463.5771905,8.901077375,35.78303199,413.8374143,499.3602225
M3-BH130-10.jpg,4084,2876,2,473.6376102,269.8859527,24.32125367,35.07093185,497.9588639,304.9568846
M3-BH130-11.jpg,3931,3419,2,10.81048079,273.2962855,188.0763165,37.7373501,198.8867973,311.0336356
M3-BH130-11.jpg,3931,3419,2,263.4891885,273.2962855,55.35487153,37.7373501,318.84406,311.0336356
M3-BH130-11.jpg,3931,3419,2,363.258204,270.6007605,60.04375477,33.09505703,423.3019588,303.6958175
M3-BH130-11.jpg,3931,3419,2,430.7260239,271.199766,58.22030018,31.14828897,488.9463241,302.348055
M3-BH130-11.jpg,3931,3419,2,26.44009158,322.2649898,307.5125922,32.49605148,333.9526838,354.7610412
M3-BH130-11.jpg,3931,3419,2,342.5489697,321.6659842,87.65606716,34.44281954,430.2050369,356.1088037
M3-BH130-11.jpg,3931,3419,2,12.63393539,371.3834455,90.00050878,35.79058204,102.6344442,407.1740275
M3-BH130-11.jpg,3931,3419,2,111.7517171,372.731208,28.26354617,36.53933899,140.0152633,409.2705469
M3-BH130-11.jpg,3931,3419,2,146.3973544,371.3834455,42.06970237,34.44281954,188.4670567,405.826265
M3-BH130-11.jpg,3931,3419,2,212.6929534,372.1322024,64.60239125,35.79058204,277.2953447,407.9227844
M3-BH130-11.jpg,3931,3419,2,285.3706436,372.1322024,36.33884508,35.19157648,321.7094887,407.3237789
M3-BH130-11.jpg,3931,3419,2,326.9193589,369.4366774,169.581277,30.54928342,496.500636,399.9859608
M3-BH130-11.jpg,3931,3419,2,16.67158484,418.5551331,408.4538285,33.84381398,425.1254134,452.3989471
M3-BH130-11.jpg,3931,3419,2,54.05240397,466.9248318,54.18265073,30.54928342,108.2350547,497.4741152
M3-BH130-11.jpg,3931,3419,2,115.7893666,466.1760749,114.2264055,41.18163206,230.0157721,507.3577069
M3-BH130-11.jpg,3931,3419,2,315.4576444,465.5770693,129.2047825,33.09505703,444.6624269,498.6721264
M3-BH130-11.jpg,3931,3419,2,449.8722971,462.2825388,42.72093615,31.89704592,492.5932333,494.1795847
M3-BH130-11.jpg,3931,3419,1,191.9837192,370.7844399,14.45738998,38.48610705,206.4411091,409.2705469
